job_id,job_title,industry,location,salary_usd,skills_required,remote_option,company_size,posting_date,month,month_name
1709,Data Scientist,Ai,Singapore,94648,Python; TensorFlow,Yes,Large,18-12-2025,12,December
1710,Renewable Energy Engineer,Green Tech,Singapore,162689,Climate Data Analysis; Energy Modeling,Yes,Medium,13-12-2025,12,December
1711,Quantum Researcher,Quantum Computing,London,237523,Quantum Algorithms; Linear Algebra,Yes,Small,20-04-2025,4,April
1712,Quantum Software Developer,Quantum Computing,Tokyo,231860,Qiskit; Quantum Algorithms,No,Medium,31-12-2025,12,December
1713,Blockchain Developer,Blockchain,Dubai,126759,Rust; Ethereum,Yes,Large,07-06-2025,6,June
1714,Quantum Researcher,Quantum Computing,Dubai,167529,Linear Algebra; Quantum Algorithms,No,Medium,16-11-2025,11,November
1715,Sustainability Analyst,Green Tech,Berlin,52341,Climate Data Analysis; Energy Modeling,Yes,Medium,15-01-2025,1,January
1716,Renewable Energy Engineer,Green Tech,Singapore,99137,Energy Modeling; Climate Data Analysis,Yes,Medium,16-01-2025,1,January
1717,AI Engineer,Ai,Dubai,175293,Python; PyTorch,No,Small,11-09-2025,9,September
1718,Blockchain Developer,Blockchain,New York,185496,Solidity; Rust,No,Medium,25-05-2025,5,May
1719,Renewable Energy Engineer,Green Tech,New York,112025,Climate Data Analysis; Energy Modeling,Yes,Small,26-04-2025,4,April
1720,Quantum Software Developer,Quantum Computing,New York,133393,Quantum Algorithms; Linear Algebra,No,Medium,31-10-2025,10,October
1721,Blockchain Developer,Blockchain,New York,200113,Rust; Solidity,No,Small,09-06-2025,6,June
1722,Blockchain Developer,Blockchain,Dubai,175140,Ethereum; Rust,No,Medium,09-06-2025,6,June
1723,Blockchain Developer,Blockchain,Tokyo,60151,Ethereum; Rust,No,Large,30-05-2025,5,May
1724,Sustainability Analyst,Green Tech,Singapore,168705,Climate Data Analysis; Energy Modeling,Yes,Medium,11-05-2025,5,May
1725,AI Engineer,Ai,London,205636,TensorFlow; PyTorch,Yes,Medium,02-01-2025,1,January
1726,Quantum Researcher,Quantum Computing,New York,146778,Qiskit; Linear Algebra,No,Small,14-10-2025,10,October
1727,Blockchain Developer,Blockchain,Singapore,159351,Solidity; Ethereum,No,Large,27-01-2025,1,January
1728,Smart Contract Engineer,Blockchain,London,144294,Ethereum; Solidity,No,Large,06-09-2025,9,September
1729,Smart Contract Engineer,Blockchain,Tokyo,93918,Solidity; Rust,Yes,Small,15-08-2025,8,August
1730,Data Scientist,Ai,Dubai,63553,TensorFlow; PyTorch,No,Small,24-04-2025,4,April
1731,Smart Contract Engineer,Blockchain,Berlin,223818,Ethereum; Solidity,Yes,Large,28-05-2025,5,May
1732,Sustainability Analyst,Green Tech,Berlin,197393,Energy Modeling; Climate Data Analysis,No,Large,22-01-2025,1,January
1733,Blockchain Developer,Blockchain,Dubai,163933,Rust; Solidity,Yes,Small,02-12-2025,12,December
1734,Blockchain Developer,Blockchain,Singapore,82415,Ethereum; Rust,Yes,Small,09-02-2025,2,February
1735,Quantum Software Developer,Quantum Computing,Singapore,55177,Linear Algebra; Quantum Algorithms,No,Medium,07-01-2025,1,January
1736,Quantum Software Developer,Quantum Computing,London,115433,Linear Algebra; Qiskit,Yes,Large,30-09-2025,9,September
1737,Smart Contract Engineer,Blockchain,New York,137584,Ethereum; Solidity,No,Small,30-05-2025,5,May
1738,ML Researcher,Ai,Dubai,120238,Python; PyTorch,No,Large,28-10-2025,10,October
1739,Data Scientist,Ai,Singapore,211437,TensorFlow; PyTorch,Yes,Medium,14-03-2025,3,March
1740,Quantum Software Developer,Quantum Computing,New York,161956,Quantum Algorithms; Qiskit,Yes,Small,16-11-2025,11,November
1741,Blockchain Developer,Blockchain,Tokyo,112959,Rust; Ethereum,No,Medium,07-04-2025,4,April
1742,Quantum Researcher,Quantum Computing,Berlin,211279,Linear Algebra; Qiskit,No,Small,25-11-2025,11,November
1743,AI Engineer,Ai,Tokyo,164456,PyTorch; TensorFlow,No,Small,28-04-2025,4,April
1744,Blockchain Developer,Blockchain,Berlin,126415,Rust; Solidity,No,Large,09-12-2025,12,December
1745,Sustainability Analyst,Green Tech,Berlin,80310,Climate Data Analysis; Energy Modeling,Yes,Large,05-08-2025,8,August
1746,ML Researcher,Ai,London,63741,PyTorch; Python,Yes,Large,13-10-2025,10,October
1747,Renewable Energy Engineer,Green Tech,Tokyo,231994,Energy Modeling; Climate Data Analysis,No,Medium,17-03-2025,3,March
1748,Data Scientist,Ai,Dubai,119892,TensorFlow; Python,Yes,Small,28-12-2025,12,December
1749,Smart Contract Engineer,Blockchain,Tokyo,163914,Solidity; Rust,No,Small,31-07-2025,7,July
1750,ML Researcher,Ai,New York,202621,PyTorch; TensorFlow,No,Large,15-08-2025,8,August
1751,AI Engineer,Ai,Tokyo,171635,Python; TensorFlow,No,Medium,07-02-2025,2,February
1752,ML Researcher,Ai,Singapore,145093,TensorFlow; PyTorch,No,Large,19-07-2025,7,July
1753,Sustainability Analyst,Green Tech,London,245812,Climate Data Analysis; Energy Modeling,No,Medium,24-04-2025,4,April
1754,Renewable Energy Engineer,Green Tech,Berlin,125102,Climate Data Analysis; Energy Modeling,No,Large,26-12-2025,12,December
1755,Data Scientist,Ai,Berlin,170771,TensorFlow; Python,No,Large,28-11-2025,11,November
1756,ML Researcher,Ai,Singapore,135946,PyTorch; TensorFlow,No,Large,07-10-2025,10,October
1757,Quantum Software Developer,Quantum Computing,New York,228986,Linear Algebra; Qiskit,Yes,Medium,29-12-2025,12,December
1758,Blockchain Developer,Blockchain,London,174101,Solidity; Rust,Yes,Medium,26-12-2025,12,December
1759,Renewable Energy Engineer,Green Tech,Berlin,233920,Energy Modeling; Climate Data Analysis,Yes,Medium,16-10-2025,10,October
1760,Quantum Researcher,Quantum Computing,Singapore,119445,Linear Algebra; Qiskit,Yes,Medium,17-07-2025,7,July
1761,Blockchain Developer,Blockchain,Dubai,51692,Ethereum; Solidity,Yes,Medium,29-06-2025,6,June
1762,AI Engineer,Ai,New York,130017,TensorFlow; Python,Yes,Large,12-10-2025,10,October
1763,Quantum Researcher,Quantum Computing,Dubai,238167,Qiskit; Linear Algebra,Yes,Medium,27-05-2025,5,May
1764,Renewable Energy Engineer,Green Tech,New York,131656,Energy Modeling; Climate Data Analysis,Yes,Large,12-05-2025,5,May
1765,Sustainability Analyst,Green Tech,Dubai,118435,Climate Data Analysis; Energy Modeling,Yes,Small,04-03-2025,3,March
1766,Quantum Researcher,Quantum Computing,Tokyo,169599,Qiskit; Linear Algebra,No,Large,04-09-2025,9,September
1767,Blockchain Developer,Blockchain,Tokyo,164222,Solidity; Ethereum,No,Large,27-07-2025,7,July
1768,Quantum Software Developer,Quantum Computing,Singapore,170454,Linear Algebra; Quantum Algorithms,Yes,Large,29-04-2025,4,April
1769,Renewable Energy Engineer,Green Tech,Tokyo,111750,Climate Data Analysis; Energy Modeling,No,Medium,01-08-2025,8,August
1770,AI Engineer,Ai,Singapore,151416,PyTorch; TensorFlow,No,Small,06-04-2025,4,April
1771,Renewable Energy Engineer,Green Tech,Berlin,112951,Climate Data Analysis; Energy Modeling,No,Small,01-12-2025,12,December
1772,Quantum Researcher,Quantum Computing,New York,155093,Qiskit; Linear Algebra,Yes,Medium,01-03-2025,3,March
1773,Data Scientist,Ai,Singapore,84505,TensorFlow; PyTorch,Yes,Large,08-05-2025,5,May
1774,Blockchain Developer,Blockchain,Singapore,120095,Ethereum; Rust,No,Large,23-07-2025,7,July
1775,AI Engineer,Ai,Tokyo,92530,Python; PyTorch,Yes,Small,27-10-2025,10,October
1776,Data Scientist,Ai,London,222214,Python; TensorFlow,Yes,Large,26-10-2025,10,October
1777,AI Engineer,Ai,Dubai,71659,PyTorch; Python,Yes,Medium,30-01-2025,1,January
1778,Blockchain Developer,Blockchain,Dubai,124251,Ethereum; Rust,No,Large,24-04-2025,4,April
1779,AI Engineer,Ai,London,180667,Python; PyTorch,No,Small,03-09-2025,9,September
1780,Renewable Energy Engineer,Green Tech,Singapore,221712,Climate Data Analysis; Energy Modeling,Yes,Large,19-12-2025,12,December
1781,Renewable Energy Engineer,Green Tech,Tokyo,53258,Climate Data Analysis; Energy Modeling,Yes,Small,05-06-2025,6,June
1782,Quantum Software Developer,Quantum Computing,London,208902,Qiskit; Quantum Algorithms,No,Large,24-06-2025,6,June
1783,Renewable Energy Engineer,Green Tech,Dubai,239602,Energy Modeling; Climate Data Analysis,No,Small,21-01-2025,1,January
1784,Smart Contract Engineer,Blockchain,Dubai,119538,Ethereum; Solidity,Yes,Medium,17-05-2025,5,May
1785,Quantum Researcher,Quantum Computing,Dubai,109155,Qiskit; Quantum Algorithms,Yes,Medium,07-02-2025,2,February
1786,Blockchain Developer,Blockchain,London,134562,Rust; Solidity,No,Large,30-10-2025,10,October
1787,Smart Contract Engineer,Blockchain,New York,128628,Ethereum; Rust,No,Large,24-05-2025,5,May
1788,AI Engineer,Ai,Berlin,194910,Python; PyTorch,No,Small,11-05-2025,5,May
1789,Renewable Energy Engineer,Green Tech,Berlin,109779,Energy Modeling; Climate Data Analysis,Yes,Medium,28-04-2025,4,April
1790,ML Researcher,Ai,New York,69408,Python; TensorFlow,No,Medium,31-01-2025,1,January
1791,Smart Contract Engineer,Blockchain,Berlin,60385,Ethereum; Solidity,Yes,Medium,30-03-2025,3,March
1792,Smart Contract Engineer,Blockchain,Dubai,184339,Solidity; Ethereum,No,Small,15-09-2025,9,September
1793,AI Engineer,Ai,Singapore,144399,Python; PyTorch,Yes,Medium,20-07-2025,7,July
1794,Sustainability Analyst,Green Tech,Berlin,87236,Climate Data Analysis; Energy Modeling,Yes,Medium,25-07-2025,7,July
1795,Smart Contract Engineer,Blockchain,London,109461,Ethereum; Rust,No,Large,17-07-2025,7,July
1796,Sustainability Analyst,Green Tech,Tokyo,90176,Energy Modeling; Climate Data Analysis,No,Medium,10-12-2025,12,December
1797,Blockchain Developer,Blockchain,New York,211141,Solidity; Ethereum,No,Small,15-06-2025,6,June
1798,Quantum Software Developer,Quantum Computing,Dubai,238805,Quantum Algorithms; Qiskit,Yes,Large,02-10-2025,10,October
1799,Blockchain Developer,Blockchain,Singapore,107174,Solidity; Rust,No,Small,01-08-2025,8,August
1800,AI Engineer,Ai,London,187594,PyTorch; TensorFlow,No,Medium,12-01-2025,1,January
1801,Renewable Energy Engineer,Green Tech,London,248831,Climate Data Analysis; Energy Modeling,No,Large,28-11-2025,11,November
1802,Smart Contract Engineer,Blockchain,Tokyo,79123,Rust; Ethereum,No,Small,03-12-2025,12,December
1803,Quantum Researcher,Quantum Computing,New York,240354,Quantum Algorithms; Qiskit,Yes,Small,04-05-2025,5,May
1804,Sustainability Analyst,Green Tech,Dubai,158732,Climate Data Analysis; Energy Modeling,Yes,Medium,27-04-2025,4,April
1805,Smart Contract Engineer,Blockchain,Dubai,81131,Solidity; Rust,Yes,Small,18-09-2025,9,September
1806,Data Scientist,Ai,Tokyo,226239,TensorFlow; Python,No,Medium,15-04-2025,4,April
1807,Quantum Software Developer,Quantum Computing,London,83060,Qiskit; Linear Algebra,No,Medium,05-06-2025,6,June
1808,Quantum Software Developer,Quantum Computing,New York,203291,Quantum Algorithms; Linear Algebra,Yes,Small,25-04-2025,4,April
1809,Blockchain Developer,Blockchain,Tokyo,197609,Rust; Solidity,No,Small,22-06-2025,6,June
1810,Quantum Researcher,Quantum Computing,Berlin,135675,Quantum Algorithms; Linear Algebra,Yes,Large,13-05-2025,5,May
1811,Quantum Researcher,Quantum Computing,Tokyo,164836,Qiskit; Quantum Algorithms,No,Large,11-02-2025,2,February
1812,Smart Contract Engineer,Blockchain,Dubai,151605,Solidity; Rust,No,Small,10-04-2025,4,April
1813,Renewable Energy Engineer,Green Tech,Berlin,231680,Energy Modeling; Climate Data Analysis,No,Small,14-07-2025,7,July
1814,Quantum Software Developer,Quantum Computing,London,191985,Quantum Algorithms; Qiskit,No,Large,24-11-2025,11,November
1815,Quantum Researcher,Quantum Computing,London,88272,Quantum Algorithms; Qiskit,Yes,Small,17-02-2025,2,February
1816,Renewable Energy Engineer,Green Tech,Dubai,92747,Climate Data Analysis; Energy Modeling,No,Small,26-02-2025,2,February
1817,Quantum Researcher,Quantum Computing,Singapore,158856,Linear Algebra; Quantum Algorithms,No,Medium,27-01-2025,1,January
1818,Sustainability Analyst,Green Tech,New York,196302,Energy Modeling; Climate Data Analysis,No,Small,25-08-2025,8,August
1819,Renewable Energy Engineer,Green Tech,London,110259,Energy Modeling; Climate Data Analysis,No,Medium,03-12-2025,12,December
1820,Smart Contract Engineer,Blockchain,Singapore,174545,Rust; Ethereum,No,Large,01-08-2025,8,August
1821,Quantum Software Developer,Quantum Computing,Dubai,219481,Linear Algebra; Qiskit,No,Large,28-07-2025,7,July
1822,ML Researcher,Ai,Berlin,187380,Python; PyTorch,Yes,Medium,19-05-2025,5,May
1823,Quantum Researcher,Quantum Computing,Berlin,200582,Qiskit; Quantum Algorithms,Yes,Large,17-11-2025,11,November
1824,Blockchain Developer,Blockchain,Dubai,184493,Ethereum; Rust,Yes,Medium,07-06-2025,6,June
1825,Data Scientist,Ai,New York,116799,Python; PyTorch,No,Medium,16-12-2025,12,December
1826,AI Engineer,Ai,New York,77188,Python; TensorFlow,Yes,Small,30-04-2025,4,April
1827,Data Scientist,Ai,Tokyo,91147,PyTorch; TensorFlow,No,Small,11-04-2025,4,April
1828,Data Scientist,Ai,Tokyo,168092,PyTorch; TensorFlow,No,Small,14-05-2025,5,May
1829,Quantum Researcher,Quantum Computing,Dubai,247367,Quantum Algorithms; Linear Algebra,No,Large,03-05-2025,5,May
1830,ML Researcher,Ai,Berlin,93750,TensorFlow; Python,No,Medium,13-12-2025,12,December
1831,Quantum Software Developer,Quantum Computing,Tokyo,158965,Qiskit; Quantum Algorithms,No,Large,26-10-2025,10,October
1832,AI Engineer,Ai,Tokyo,175562,PyTorch; TensorFlow,Yes,Small,16-09-2025,9,September
1833,ML Researcher,Ai,London,240844,Python; PyTorch,Yes,Small,18-07-2025,7,July
1834,Sustainability Analyst,Green Tech,New York,67976,Energy Modeling; Climate Data Analysis,No,Small,17-11-2025,11,November
1835,Quantum Researcher,Quantum Computing,Dubai,85294,Quantum Algorithms; Linear Algebra,Yes,Large,29-12-2025,12,December
1836,Data Scientist,Ai,Singapore,181878,TensorFlow; PyTorch,Yes,Large,14-10-2025,10,October
1837,Sustainability Analyst,Green Tech,London,183129,Climate Data Analysis; Energy Modeling,No,Medium,03-03-2025,3,March
1838,Sustainability Analyst,Green Tech,New York,116191,Climate Data Analysis; Energy Modeling,No,Medium,02-11-2025,11,November
1839,Renewable Energy Engineer,Green Tech,Tokyo,161155,Energy Modeling; Climate Data Analysis,Yes,Large,14-03-2025,3,March
1840,ML Researcher,Ai,London,229305,Python; TensorFlow,Yes,Large,07-12-2025,12,December
1841,AI Engineer,Ai,Tokyo,213071,TensorFlow; PyTorch,Yes,Medium,23-11-2025,11,November
1842,Sustainability Analyst,Green Tech,London,241178,Energy Modeling; Climate Data Analysis,No,Large,31-08-2025,8,August
1843,AI Engineer,Ai,Dubai,110727,TensorFlow; PyTorch,Yes,Medium,03-08-2025,8,August
1844,ML Researcher,Ai,Tokyo,113305,PyTorch; TensorFlow,Yes,Small,08-11-2025,11,November
1845,Quantum Researcher,Quantum Computing,Dubai,89018,Quantum Algorithms; Linear Algebra,Yes,Medium,11-04-2025,4,April
1846,Smart Contract Engineer,Blockchain,Dubai,138080,Ethereum; Rust,Yes,Medium,23-06-2025,6,June
1847,ML Researcher,Ai,Singapore,168286,TensorFlow; PyTorch,No,Small,21-06-2025,6,June
1848,Sustainability Analyst,Green Tech,Singapore,120701,Climate Data Analysis; Energy Modeling,Yes,Large,16-02-2025,2,February
1849,Smart Contract Engineer,Blockchain,New York,152648,Rust; Solidity,No,Large,17-02-2025,2,February
1850,Quantum Software Developer,Quantum Computing,Berlin,191289,Quantum Algorithms; Qiskit,Yes,Small,13-10-2025,10,October
1851,Sustainability Analyst,Green Tech,Singapore,51912,Energy Modeling; Climate Data Analysis,Yes,Medium,05-11-2025,11,November
1852,Blockchain Developer,Blockchain,London,52043,Solidity; Ethereum,Yes,Small,07-01-2025,1,January
1853,Renewable Energy Engineer,Green Tech,Berlin,76201,Climate Data Analysis; Energy Modeling,Yes,Small,06-03-2025,3,March
1854,Data Scientist,Ai,Berlin,160884,PyTorch; Python,No,Small,07-11-2025,11,November
1855,Sustainability Analyst,Green Tech,London,228808,Climate Data Analysis; Energy Modeling,Yes,Medium,05-07-2025,7,July
1856,Data Scientist,Ai,Tokyo,199048,Python; PyTorch,Yes,Medium,22-10-2025,10,October
1857,Data Scientist,Ai,Berlin,72232,TensorFlow; Python,No,Medium,14-05-2025,5,May
1858,Quantum Researcher,Quantum Computing,New York,160121,Qiskit; Linear Algebra,Yes,Medium,20-04-2025,4,April
1859,Smart Contract Engineer,Blockchain,London,239764,Rust; Ethereum,No,Large,08-05-2025,5,May
1860,Renewable Energy Engineer,Green Tech,London,124334,Climate Data Analysis; Energy Modeling,No,Large,07-07-2025,7,July
1861,Blockchain Developer,Blockchain,London,185063,Rust; Ethereum,No,Medium,05-02-2025,2,February
1862,Blockchain Developer,Blockchain,Tokyo,120587,Ethereum; Rust,No,Large,18-05-2025,5,May
1863,Data Scientist,Ai,Singapore,120626,Python; TensorFlow,No,Medium,31-05-2025,5,May
1864,Sustainability Analyst,Green Tech,Singapore,132630,Climate Data Analysis; Energy Modeling,No,Medium,07-05-2025,5,May
1865,Renewable Energy Engineer,Green Tech,Dubai,181694,Energy Modeling; Climate Data Analysis,No,Large,06-03-2025,3,March
1866,Quantum Software Developer,Quantum Computing,Berlin,71878,Linear Algebra; Qiskit,Yes,Medium,27-11-2025,11,November
1867,Smart Contract Engineer,Blockchain,London,182609,Ethereum; Solidity,No,Small,06-11-2025,11,November
1868,Sustainability Analyst,Green Tech,Singapore,79495,Energy Modeling; Climate Data Analysis,Yes,Large,03-01-2025,1,January
1869,Quantum Software Developer,Quantum Computing,Singapore,70499,Linear Algebra; Quantum Algorithms,Yes,Small,15-02-2025,2,February
1870,Data Scientist,Ai,London,124530,Python; PyTorch,No,Small,17-07-2025,7,July
1871,Quantum Researcher,Quantum Computing,Berlin,62664,Quantum Algorithms; Qiskit,No,Medium,28-08-2025,8,August
1872,Blockchain Developer,Blockchain,Tokyo,168866,Rust; Solidity,No,Large,24-01-2025,1,January
1873,Blockchain Developer,Blockchain,Dubai,132448,Rust; Solidity,Yes,Small,17-07-2025,7,July
1874,Smart Contract Engineer,Blockchain,Berlin,106832,Rust; Solidity,Yes,Small,21-07-2025,7,July
1875,Quantum Software Developer,Quantum Computing,Dubai,234824,Quantum Algorithms; Linear Algebra,Yes,Large,13-03-2025,3,March
1876,Smart Contract Engineer,Blockchain,Singapore,171181,Ethereum; Rust,Yes,Large,31-10-2025,10,October
1877,Sustainability Analyst,Green Tech,London,232847,Climate Data Analysis; Energy Modeling,Yes,Large,29-09-2025,9,September
1878,Sustainability Analyst,Green Tech,Berlin,230619,Energy Modeling; Climate Data Analysis,Yes,Small,14-08-2025,8,August
1879,Sustainability Analyst,Green Tech,Dubai,145503,Energy Modeling; Climate Data Analysis,Yes,Large,29-11-2025,11,November
1880,Renewable Energy Engineer,Green Tech,Berlin,237481,Energy Modeling; Climate Data Analysis,No,Large,24-10-2025,10,October
1881,Smart Contract Engineer,Blockchain,Tokyo,140265,Solidity; Ethereum,Yes,Large,20-02-2025,2,February
1882,Quantum Software Developer,Quantum Computing,Berlin,140454,Linear Algebra; Quantum Algorithms,Yes,Medium,24-10-2025,10,October
1883,Quantum Researcher,Quantum Computing,Berlin,192168,Linear Algebra; Qiskit,Yes,Small,26-01-2025,1,January
1884,ML Researcher,Ai,Tokyo,155800,Python; TensorFlow,Yes,Large,28-12-2025,12,December
1885,Sustainability Analyst,Green Tech,Dubai,96933,Climate Data Analysis; Energy Modeling,Yes,Small,18-04-2025,4,April
1886,Quantum Researcher,Quantum Computing,Singapore,139249,Linear Algebra; Qiskit,No,Medium,30-04-2025,4,April
1887,Renewable Energy Engineer,Green Tech,New York,181840,Climate Data Analysis; Energy Modeling,Yes,Small,20-07-2025,7,July
1888,Quantum Researcher,Quantum Computing,New York,80279,Quantum Algorithms; Linear Algebra,No,Small,13-04-2025,4,April
1889,Sustainability Analyst,Green Tech,London,190554,Climate Data Analysis; Energy Modeling,No,Medium,17-01-2025,1,January
1890,Data Scientist,Ai,New York,218458,Python; TensorFlow,No,Medium,18-07-2025,7,July
1891,Quantum Researcher,Quantum Computing,Dubai,51922,Qiskit; Linear Algebra,Yes,Large,04-03-2025,3,March
1892,Smart Contract Engineer,Blockchain,London,140507,Ethereum; Rust,No,Large,03-10-2025,10,October
1893,Sustainability Analyst,Green Tech,Singapore,187009,Energy Modeling; Climate Data Analysis,Yes,Medium,17-03-2025,3,March
1894,Quantum Researcher,Quantum Computing,Tokyo,185652,Quantum Algorithms; Linear Algebra,No,Small,12-10-2025,10,October
1895,Quantum Software Developer,Quantum Computing,London,167370,Qiskit; Quantum Algorithms,Yes,Large,31-05-2025,5,May
1896,Smart Contract Engineer,Blockchain,Tokyo,112708,Solidity; Ethereum,No,Small,03-01-2025,1,January
1897,Sustainability Analyst,Green Tech,London,85474,Climate Data Analysis; Energy Modeling,No,Medium,04-12-2025,12,December
1898,Smart Contract Engineer,Blockchain,New York,53439,Ethereum; Rust,No,Large,19-03-2025,3,March
1899,Data Scientist,Ai,London,175933,Python; TensorFlow,Yes,Large,11-02-2025,2,February
1900,AI Engineer,Ai,Tokyo,86337,TensorFlow; PyTorch,Yes,Large,09-01-2025,1,January
1901,Sustainability Analyst,Green Tech,New York,88658,Energy Modeling; Climate Data Analysis,No,Small,10-07-2025,7,July
1902,AI Engineer,Ai,London,236344,TensorFlow; PyTorch,Yes,Small,29-11-2025,11,November
1903,Quantum Researcher,Quantum Computing,London,171040,Qiskit; Quantum Algorithms,Yes,Small,14-11-2025,11,November
1904,Renewable Energy Engineer,Green Tech,Berlin,125263,Climate Data Analysis; Energy Modeling,No,Medium,16-12-2025,12,December
1905,ML Researcher,Ai,Berlin,242009,Python; TensorFlow,Yes,Small,05-02-2025,2,February
1906,Smart Contract Engineer,Blockchain,Berlin,144190,Solidity; Ethereum,No,Small,03-11-2025,11,November
1907,Smart Contract Engineer,Blockchain,Dubai,75042,Solidity; Ethereum,Yes,Small,05-04-2025,4,April
1908,ML Researcher,Ai,New York,63310,TensorFlow; Python,Yes,Medium,22-01-2025,1,January
1909,Smart Contract Engineer,Blockchain,New York,214772,Solidity; Ethereum,No,Large,05-02-2025,2,February
1910,Smart Contract Engineer,Blockchain,Berlin,138866,Solidity; Rust,Yes,Small,26-02-2025,2,February
1911,Smart Contract Engineer,Blockchain,Singapore,130393,Ethereum; Solidity,Yes,Large,17-10-2025,10,October
1912,Quantum Software Developer,Quantum Computing,New York,236787,Quantum Algorithms; Qiskit,No,Small,06-12-2025,12,December
1913,Quantum Researcher,Quantum Computing,Berlin,123066,Qiskit; Quantum Algorithms,Yes,Medium,23-11-2025,11,November
1914,Sustainability Analyst,Green Tech,Tokyo,165279,Energy Modeling; Climate Data Analysis,No,Medium,15-04-2025,4,April
1915,Blockchain Developer,Blockchain,London,208477,Rust; Ethereum,Yes,Medium,21-11-2025,11,November
1916,ML Researcher,Ai,Tokyo,119359,TensorFlow; PyTorch,No,Medium,19-10-2025,10,October
1917,Smart Contract Engineer,Blockchain,London,98953,Ethereum; Solidity,Yes,Medium,02-09-2025,9,September
1918,Data Scientist,Ai,London,141945,Python; PyTorch,No,Medium,09-09-2025,9,September
1919,Renewable Energy Engineer,Green Tech,Dubai,50758,Climate Data Analysis; Energy Modeling,Yes,Large,03-12-2025,12,December
1920,Quantum Software Developer,Quantum Computing,Tokyo,209307,Qiskit; Quantum Algorithms,No,Large,01-08-2025,8,August
1921,Quantum Software Developer,Quantum Computing,Singapore,191259,Qiskit; Linear Algebra,Yes,Large,27-06-2025,6,June
1922,ML Researcher,Ai,London,65588,Python; TensorFlow,Yes,Small,09-08-2025,8,August
1923,Quantum Researcher,Quantum Computing,Dubai,208782,Qiskit; Linear Algebra,Yes,Medium,09-09-2025,9,September
1924,Smart Contract Engineer,Blockchain,Tokyo,91262,Solidity; Rust,Yes,Medium,08-10-2025,10,October
1925,AI Engineer,Ai,Berlin,138973,Python; PyTorch,No,Medium,09-09-2025,9,September
1926,ML Researcher,Ai,Dubai,145540,TensorFlow; PyTorch,Yes,Large,25-08-2025,8,August
1927,Sustainability Analyst,Green Tech,Singapore,104050,Climate Data Analysis; Energy Modeling,Yes,Medium,12-08-2025,8,August
1928,Smart Contract Engineer,Blockchain,Singapore,141168,Rust; Ethereum,No,Large,08-11-2025,11,November
1929,AI Engineer,Ai,Singapore,132760,PyTorch; TensorFlow,Yes,Large,21-04-2025,4,April
1930,Renewable Energy Engineer,Green Tech,New York,189846,Energy Modeling; Climate Data Analysis,Yes,Medium,24-06-2025,6,June
1931,Sustainability Analyst,Green Tech,Berlin,216427,Energy Modeling; Climate Data Analysis,No,Medium,14-08-2025,8,August
1932,AI Engineer,Ai,New York,91169,PyTorch; Python,Yes,Large,27-11-2025,11,November
1933,Smart Contract Engineer,Blockchain,Singapore,75411,Ethereum; Rust,No,Medium,31-01-2025,1,January
1934,Renewable Energy Engineer,Green Tech,Singapore,172527,Energy Modeling; Climate Data Analysis,No,Medium,04-08-2025,8,August
1935,Quantum Researcher,Quantum Computing,New York,246396,Linear Algebra; Qiskit,Yes,Medium,26-09-2025,9,September
1936,ML Researcher,Ai,Dubai,121198,TensorFlow; PyTorch,Yes,Large,22-01-2025,1,January
1937,ML Researcher,Ai,Singapore,211014,Python; PyTorch,No,Medium,16-10-2025,10,October
1938,Blockchain Developer,Blockchain,Berlin,99981,Rust; Solidity,No,Small,24-05-2025,5,May
1939,Sustainability Analyst,Green Tech,Tokyo,116164,Climate Data Analysis; Energy Modeling,Yes,Medium,12-09-2025,9,September
1940,Quantum Software Developer,Quantum Computing,Dubai,219776,Linear Algebra; Quantum Algorithms,No,Small,28-05-2025,5,May
1941,Blockchain Developer,Blockchain,Berlin,178057,Solidity; Rust,Yes,Medium,25-10-2025,10,October
1942,AI Engineer,Ai,Dubai,100323,TensorFlow; Python,Yes,Small,11-01-2025,1,January
1943,Blockchain Developer,Blockchain,Berlin,222691,Rust; Ethereum,Yes,Large,26-02-2025,2,February
1944,Sustainability Analyst,Green Tech,Dubai,200648,Climate Data Analysis; Energy Modeling,Yes,Medium,02-08-2025,8,August
1945,Blockchain Developer,Blockchain,New York,117957,Ethereum; Rust,Yes,Large,06-12-2025,12,December
1946,Sustainability Analyst,Green Tech,Singapore,85851,Climate Data Analysis; Energy Modeling,No,Medium,16-07-2025,7,July
1947,Renewable Energy Engineer,Green Tech,London,73123,Energy Modeling; Climate Data Analysis,No,Small,15-03-2025,3,March
1948,ML Researcher,Ai,Dubai,60676,TensorFlow; Python,Yes,Large,08-09-2025,9,September
1949,Quantum Researcher,Quantum Computing,Dubai,200249,Linear Algebra; Qiskit,No,Large,19-04-2025,4,April
1950,Blockchain Developer,Blockchain,Singapore,91689,Solidity; Rust,Yes,Large,17-01-2025,1,January
1951,AI Engineer,Ai,Tokyo,211204,PyTorch; Python,Yes,Small,23-10-2025,10,October
1952,Blockchain Developer,Blockchain,Tokyo,84597,Rust; Solidity,No,Medium,29-12-2025,12,December
1953,Quantum Software Developer,Quantum Computing,Tokyo,171910,Linear Algebra; Quantum Algorithms,No,Large,21-06-2025,6,June
1954,Data Scientist,Ai,Dubai,217730,TensorFlow; PyTorch,No,Small,31-05-2025,5,May
